review_text,review_stars,title
"While I'm not an expert in all the areas covered in this book, I am in a few.  In those areas, this book is really wrong -- actually doing damage wrong.For instance, when talking about regressions, the author claims that:1) ""Regression only makes sense when you want to use it as a prediction.""  This a very wrong.  Any decent Econometrics book well be almost entirely about counter examples.2) ""Linear regression is appropriate only if the data can be described as a straight line.""  The ""linear"" in linear regression doesn't mean that at all.  It just means that the form of the function must be linear in the coefficients to be calculated.  In particular, x = a + b*x + c*x^2 will fit a parabola to the data.3) ""Historically, one of the attractions of linear regression has been that it is easy to calculate.""  It's easy to calculate for a single independent variable but multivariate regression are devilishly difficult to calculate because of numerical issues.The is where I really have problems because multiple regression models are one of the most useful techniques available for understanding the effect of different factors and the author just dismisses them out of hand.There are other problems:When talking about the CDF, he defines it as the integral of the histogram.  The histogram is not the probability density function.  The PDF is defined to integrate to 1 where the histogram integrates to something else.The formula for standard deviation is wrong, the formula for exponential moving average is wrong (a typesetting problem).So, my problem is that I find a lot of problems with the portions of the book I know.  Can I trust the remainder of the book or should I be wary?  In this case, I'm wary.",2.0 out of 5 stars,Data Analysis with Open Source Tools: A Hands-On Guide for Programmers and Data Scientists
"I've read some of the other reviews, and I do agree with most of the criticisms. There are quite a few errors in formulas and in the text, and it would've been really nice if the source codes and data files were given in a CD or were available on a website.That being said, the book addresses a lot of different topics - ranging from the introductory, freshman-level statistics to more advanced data mining and machine learning techniques, and passing through notions of design. It doesn't go in depth into each of them, but offers a fairly good overview, and references in case you're interested. Furthermore, the author gives some useful hints on how to do outside-the-box thinking and how to apply these techniques into business.Being a physics grad student, I've found many of the topics pretty much basic, but even so, I've learned a lot. Overall, a great introduction; I really hope the flaws are corrected on a future 2nd edition.",4.0 out of 5 stars,Data Analysis with Open Source Tools: A Hands-On Guide for Programmers and Data Scientists
"Lucid, learned, and full of insights--a great book on a difficult subject. When I pre-ordered this title, I expected it to be more cookbook-oriented. There are certainly cookbook aspects to it, but it goes way beyond that. For one, it's deep: Janert gives you solutions, sure, but you also get considerable background to go with them. I particularly like chapter 9's sagacious treatment of probability models, especially the section on power law distributions. For another, it's comprehensive--there is a lot of material here, and it's delivered with discipline and care. You can tell that Janert really pushed himself (maybe with a bit of help from his editor) when writing this book. Finally, this book has heart. Data analysis is a means to an end (albeit a wonderful, fascinating one), and the author does his best to ensure that we the reader keep the objective in mind--to inform and enlighten--all the while ensuring that we know enough to pick the right tool for the job. Chapter 16 is another stand-out, and I especially appreciated Janert's distinction here between operational and representative reports and his point about the former: good design emphasizes the content. That's a bit of Tufte-esque advice that we would all do well to remember.",5.0 out of 5 stars,Data Analysis with Open Source Tools: A Hands-On Guide for Programmers and Data Scientists
"I don't expect much when I brought the book. Part of it is that its title is a little bit vague. But it turned out that I learned quite a lot from it. Many books contain materials that one can easily find on the internet free. This book is different. It is not a reference book nor a textbook that goes through some subject systematically. It contains topics that are quite diverse and incoherent and is from the author's personal experience. However, it does not decrease its value. Instead, it adds value and makes it unqiue. It is not dry and do not filled with so-called ""humor"" or useless generic statements about the field. It is not hard to read. In fact it feels more that a peronsal journal in data analysis that the author walk with you and share his experience with you. When you finish the journey with him, you pick up a bunch of useful ideas and techniques in data analysis that you can use in your own work. Highly recommended!!!",5.0 out of 5 stars,Data Analysis with Open Source Tools: A Hands-On Guide for Programmers and Data Scientists
It is finally written down in one place. This is a very well organized collection of expositions on analysis theory and techniques. High Energy graduate students will find it very accessible and comprehensive. It will be a tremendous aid to senior researchers in the training of students. It is an excellent resource for particle theorists that will help them follow what their experimental counterparts are doing in a particular analysis.,5.0 out of 5 stars,Data Analysis in High Energy Physics: A Practical Guide to Statistical Methods
Best book for High Energy Physics students.,5.0 out of 5 stars,Data Analysis in High Energy Physics: A Practical Guide to Statistical Methods
"As a PhD student at the LHC, this is my new bible. This book covers everything from statistics to MVA, templates, matrix methods, etc. One of the main difficulties as a HEP student is the abundance of techniques and jargon to learn -- finally it is all recorded in one convenient reference. All the techniques and software in the book are very current and I would recommend this book as a MUST for any HEP student.",5.0 out of 5 stars,Data Analysis in High Energy Physics: A Practical Guide to Statistical Methods
"Enthält alle wichtigen Informationen zu Analysemethoden, Fehlerbestimmung und Machine Learning und zeigt zudem exemplarisch an Beispielanalysen, was das in der Anwendung bedeutet. Ein gutes Handbuch für jeden Physiker, der statistische Analysen durchführt.",5.0 out of 5 stars,Data Analysis in High Energy Physics: A Practical Guide to Statistical Methods
"Ottimo testo di analisi dati per alte energie, belli pure gli esempi, è di facile lettura, molto meravigliato.",5.0 out of 5 stars,Data Analysis in High Energy Physics: A Practical Guide to Statistical Methods
A very nice book containing all that one could wish for including fully worked out examples. Certainly also applies outside High Energy Physics.,4.0 out of 5 stars,Data Analysis in High Energy Physics: A Practical Guide to Statistical Methods
"Das Buch ist sehr nützlich durch die Praxisnähe, die vielen Beispiele und durch die Berücksichtigung moderner Entwicklungen. Die Darstellung ist sehr übersichtlich..",4.0 out of 5 stars,Data Analysis in High Energy Physics: A Practical Guide to Statistical Methods
"Great book content-wise, but I bought it new and the binding is damaged, corners are bent, and some pages are creased. Should have just purchased a used copy.",4.0 out of 5 stars,"The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)"
Lo utilizo como medio de aprendizaje y actualización,5.0 out of 5 stars,"The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)"
I highly recommend this book for those who want to improve power bi skills and go deeper in DAX language,5.0 out of 5 stars,"The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)"
"I have been reading this book for 5 months. I am not finished. I spend a half hour every day. Marco Russo and Alberto Ferrari are teachers and very good ones. There is so much effort put into this book it feels like they actually care about you and your DAX journey. I have gotten so much out of this book. Though I can't say that I truly understand it. Yet I see that my DAX has improved quite a bit. With many mysteries still remaining. I am just an average person trying to be a bit above average and I thank the authors for helping me in my quest. I highly recommend this book. Though if I were starting off from scratch I would read Matt Allington's book Supercharge Power BI and possibly Power Pivot and Power BI by Rob Collie and Avichal Singh though that book is a bit older. In summation: my lack of understanding is my issue, the book itself is extremely comprehensive and well written. So I will continue on my DAX journey and hopefully will continue to improve as I make my way through the final 3rd of the book.",5.0 out of 5 stars,"The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)"
"I love this book!  The authors know their audience.  It's written in such a way that the reader feels as though they're being taught by instructors. They give helpful learning tips along the way and know when a certain topic is especially difficult.  For example, at the end of a certain arduous chapter, the conclusion starts, ""In this final section of a long and difficult chapter...""Upon completion, it is easy to go back and use as a guide for specific topics as they arise.",5.0 out of 5 stars,"The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)"
"Reading this book makes me realize how little I know about the things I thought I knew. I've been writing DAX for years, having started with PowerPivot (no spaces in the name, that's how old) for Excel 2010, and in my job I still find new, interesting problems to solve. This book is an amazing reference for anyone interested in pushing the calculation envelope in DAX and their models. I've built models spanning billions of records with the expert guidance this book provides.I would almost consider this a holy book of the DAX religion. If you ever wanted someone to explain why god created CALCULATE() and how we should observe it daily in our lives, this is the book, and the Italians preach adeptly. I'm a big believer, and you will be too.",5.0 out of 5 stars,"The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)"
Very happy I picked this up.,5.0 out of 5 stars,"The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)"
"This was a really important book for my understanding of Dax formulas.  I watched a lot of videos online, and forums can often give you formulas that will solve your problem but I never fully understood what was happening.I feel very confident now after reading this book.  I can visualize what is happening with my model and it has made writing Dax much easier.  I'm not saying that I'm an expert or that it's easy now, but I know how it works and the functions that are available to me.  If you really want to know what's happening, this is the book for you.",5.0 out of 5 stars,"The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)"
"DAX has forever changed my life in the world of business intelligence. Once you understand and get the hang of it,  it enables you to provide so much insightful analysis that could help you or your company to be the game changer.",5.0 out of 5 stars,"The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)"
"There are no hands-on exercises or quizzes since this is not a ""how-to"" book.  It is a reference book only.  It is however a comprehensive reference on DAX.  No other book that I've seen covers DAX as in-depth as this book.",5.0 out of 5 stars,"The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)"
Below is how the book demonstrate step by step guide of creating a new tab. It’s very tedious to read through and I believe most office user knows how to create and rename a tab in excel.“1.  Click the yellow tab containing the plus sign to add a new report page.2.  Right-click the new page and select Rename Page from the context menu.3.  Type Customer Info and press ENTER.“Also the in the sample file “max min sales information no visualizations” there is no relationship created for the “Sales Region” table. There is no way to recreate the matrix showing in the book.,2.0 out of 5 stars,Data Analysis with Microsoft Power BI
"This book tackled the subject in a way that appealed to my logic.  Starting by walking through what can be achieved by navigating pre-prepared visualizations, then creating those visualizations and finally getting the underlying data.This meant it was easy to track through the capability of the tool and some of what can be achieved.  It was very clear where the scope of the book ended and when other sources were required.You definitely needed to get the accompanying downloads to make the book make sense and work through the examples step by step.There were a few errors in the scripts - but that became a challenge!  It would have been nice to have a few exercises to achieve what the examples achieved to give practice ahead of the step-by-step guides.Having said that I am happy to recommend this book to people beginning PowerBI.  for information it took me about 8 hours to read completely doing all the exercises.",5.0 out of 5 stars,Data Analysis with Microsoft Power BI
One of the best qualitative research books I own. Got it for a class and now I use it throughout my doctoral program. The chapters are laid out really well. For example it has key points and when and how to use the approach at the beginning of the chapters. Then at the end of the chapters wraps it up with a summary and also suggested readings and references.  Great foundational book for a beginner in qualitative studies!,5.0 out of 5 stars,Qualitative Data Analysis: An Introduction
Good background - very comprehensive - explains things that other more basic books do not. Good section on the philosophical background.,5.0 out of 5 stars,Qualitative Data Analysis: An Introduction
Great,5.0 out of 5 stars,Qualitative Data Analysis: An Introduction
Informative.,4.0 out of 5 stars,Qualitative Data Analysis: An Introduction
"Tener la imagen completa del análisis de datos, desde la perspectiva de un solo autor, creo que no es posible. La autora aborda desde una perspectiva contemporánea el tema y aporta nuevas piezas al complicado, y demandante proceso de análisis de datos cualitativos. Estas haciendo investigación cualitativa? Grinch te acompañara cuando sea hora de analizar datos.",5.0 out of 5 stars,Qualitative Data Analysis: An Introduction
"Excellent book, very accessible. I was directed to this book by a tutor.",5.0 out of 5 stars,Qualitative Data Analysis: An Introduction
More than expected!,5.0 out of 5 stars,Crime Analysis with Crime Mapping
"Victoria Bernhardt has hit a homerun with the 4th edition of Data Analysis for Continuous School Improvement.  While previous edition offered excellent strategies for improving teaching and learning, this edition contains new evidence-based approaches about analyzing, reporting, and using multiple measures of data through numerous tools, protocols, examples, and strategies.Anyone engaged in continuous school improvement needs this book at the front of the bookshelf.Be sure to get the physical copy of this wonderful  publication.  As with most books that contains many charts, graphs, and figures, a Kindle version will not be satisfactory.  These items simply do not translate well to a Kindle or other reader version.Get the actual book to guide your school improvement efforts.  You will not be disappointed.",5.0 out of 5 stars,Data Analysis for Continuous School Improvement: For Continuous School Improvement
As exciting as the title reads....,5.0 out of 5 stars,Data Analysis for Continuous School Improvement: For Continuous School Improvement
I am very disappointed that the physical book is in substandard condition. I paid for new not inferior product. This book has been taped due to damage which must have been done prior to packaging for shipment.,1.0 out of 5 stars,Data Analysis for Continuous School Improvement: For Continuous School Improvement
This book is terrible - its missing figures and data used in the 3rd,1.0 out of 5 stars,Data Analysis for Continuous School Improvement: For Continuous School Improvement
"This book is clearly a photo copy of the original, which was not stated in the description.",1.0 out of 5 stars,Data Analysis for Continuous School Improvement: For Continuous School Improvement
It arrived quickly and was in good condition.,4.0 out of 5 stars,An Introduction to Statistical Methods and Data Analysis
Helped me during the Stat class,4.0 out of 5 stars,An Introduction to Statistical Methods and Data Analysis
"This book happened me really understand statistics on a much deeper and fundamental level that my college stats professor did. It has equation summaries that gives you all of the equations you need and is packed full of examples and statistical real world analysis. Would highly recommend, especially if your professor leaves you feeling lost. Helped me get an A in statistics.",5.0 out of 5 stars,An Introduction to Statistical Methods and Data Analysis
"Muliple center pages have a small amount of tear in the outer corners and there are a few ""spots"" on the outer cover, but other than that the book is in adequate condition.",4.0 out of 5 stars,An Introduction to Statistical Methods and Data Analysis
Book does a decent job describing the information. I particularly like the numerous example problems which I have found useful for studying for my class.,4.0 out of 5 stars,An Introduction to Statistical Methods and Data Analysis
"Explanations are lucid and a high quality reference. I had an earlier version and really enjoying reading this updated version. It has R code and very insightful, clear examples how to apply Bayes' formula.  I highly recommend as a reference.",5.0 out of 5 stars,An Introduction to Statistical Methods and Data Analysis
"$220 for a new book; multiple barcode stickers placed on back cover and badly removed, sticky residue",1.0 out of 5 stars,An Introduction to Statistical Methods and Data Analysis
"This book worked very well for me, but it may also have to do with how the professor taught the course, which aligned very well with material in the book.",5.0 out of 5 stars,An Introduction to Statistical Methods and Data Analysis
"Honestly, just needed this for class, so I'm not gonna say much from a statistics perspective. Came as ordered and the book is nice. Really thorough.",5.0 out of 5 stars,An Introduction to Statistical Methods and Data Analysis
"This tome is complete, but it should be condensed. Many times I felt like the concepts should take only a few pages to flesh-out, but the authors seem to take pleasure in burying you with example after example and redundant exposition. Maybe some people like this form, but not me.",3.0 out of 5 stars,An Introduction to Statistical Methods and Data Analysis
"The Python for Finance Cookbook offers readers a comprehensive introduction to the world of financial data analysis using Python. In addition to being well-structured, the book guides readers through logical progressions of topics from the very beginning. Throughout the book, each chapter is organized in such a manner that it is easy to follow along and comprehend what is being discussed.This book is incredibly helpful in that it breaks down scenarios into sections, beginning with ""How to do it,"" followed by ""How it works,"" and concluding with ""There's more."". As a result of this format, readers can gain an understanding of Python techniques, their practical implementation, and additional options. Coding examples provided are clear and concise, making application to real-world financial problems easy.The author's explanations held my attention throughout the reading of the book. Each example presented a well-articulated thought process that guided me through the steps of the analysis and decision-making process. As a result of the author's clear language and the inclusion of practical tips, I was able to avoid common mistakes and gain a greater understanding of financial data analysis.Time series analysis, technical analysis, machine learning, and deep learning are all discussed in the book. In addition, Streamlit is introduced, which is a valuable tool for developing interactive web applications for presenting analysis results. An important aspect of the course was the emphasis on exploratory data analysis, which allowed me to uncover insights and draw meaningful conclusions from the financial information.As a whole, I found the ""Python for Finance Cookbook"" to be an extremely helpful resource. In this book, you will learn how to analyze financial data using Python to enhance your skills as a financial analyst, data scientist, or Python developer. My proficiency in using Python for financial data analysis has significantly improved as a result of its well-structured outline, detailed explanations, and thought-provoking examples provided in this book. To anyone seeking a deeper understanding of this field, I strongly recommend this book.",4.0 out of 5 stars,"Python for Finance Cookbook: Over 80 powerful recipes for effective financial data analysis, 2nd Edition"
"I recently picked up ""Python for Finance Cookbook,"" which is tailored perfectly for a data analyst like me who studies finance and investing on the side, and it is an understatement to say I was truly impressed! This book seamlessly integrates the complexities of finance with the versatility of Python, offering an invaluable guide to harnessing financial data for insightful analysis.Right from the start, Chapter 1, ""Acquiring Financial Data,"" grabbed my attention. As someone who values accurate data, the step-by-step instructions for gathering data from diverse sources like Yahoo Finance, Nasdaq Data Link, and more were indispensable. Chapter 2's data preprocessing techniques, covering everything from handling missing data to adjusting for inflation, were equally beneficial, streamlining my analysis process.The book's coverage of visualizing financial time series data in Chapter 3 elevated my understanding of plotting financial data. Techniques like creating interactive visualizations and understanding seasonal patterns provided fresh perspectives on market behavior. Chapters 4 to 6 further explored data analysis and forecasting, while Chapters 7 and 8 bridged the gap between data analysis and investment strategy, showing how machine learning can enhance forecasting and estimating models.As I delved deeper, the book's advanced topics, including volatility modeling, Monte Carlo simulations, and deep learning applications, kept pushing my boundaries. Each chapter concluded with a concise summary, reinforcing key takeaways and ensuring I grasped the essentials. In summary, the ""Python for Finance Cookbook"" is a treasure trove for data analysts with an investing interest. It fuses Python programming with financial concepts seamlessly, empowering readers to confidently analyze data, forecast trends, and make informed investment choices. My skills as a data analyst and investor have undeniably grown through this book, and I'm excited to implement its insights in my future pursuits.",5.0 out of 5 stars,"Python for Finance Cookbook: Over 80 powerful recipes for effective financial data analysis, 2nd Edition"
"The ""Python for Finance Cookbook"" is a complete guide that provides readers with a thorough introduction to financial data analysis using Python. Each chapter is organized clearly and understandably, offering coding examples for easy follow-along. It covers various essential topics, including Data Acquisition, Data Preprocessing, Time Series Analysis, Machine Learning for predictions, Data Visualization, Monte Carlo Simulation, and the application of Deep Learning in finance.Notably, Chapter 13 focuses on Machine Learning's practical implementation in financial data analysis, offering a valuable project for showcasing skills in a portfolio. For those interested in Kaggle competitions, Chapter 14 explores advanced concepts like ensemble learning. Moreover, the book introduces Streamlit as a useful tool for developing interactive web applications for presenting analysis results.This book is a practical resource that teaches readers how to utilize Python for financial data analysis, enabling them to enhance their skills as financial analysts or data scientists. It is an ideal guide for anyone looking to master Python in the context of financial data analysis. I would recommend this book to someone with a slight understanding of Python who is eager to learn financial data analysis.",5.0 out of 5 stars,"Python for Finance Cookbook: Over 80 powerful recipes for effective financial data analysis, 2nd Edition"
"This is a great handbook for data scientists in finance. It covers from data preprocess, time series analysis and prediction, Monte Carlo simulation, to deep learning applications in finance. Beginners can use the book as an introduction to their career. The book is also a nice resource for senior data scientists to use as a quick reference.In the 700 pages, over 10 topics have been covered. Every topic can be deep dived into more details. I expect the author/publisher will publish a series of books and each book focuses on one or two topics with more deep discussion in complex use cases.",5.0 out of 5 stars,"Python for Finance Cookbook: Over 80 powerful recipes for effective financial data analysis, 2nd Edition"
Python for Finance Cookbook is highly practical and accessible guide that provided everyone knowledge to harness and necessary tools. It serves as a valuable outcome which can be referred by all sectors. Recipes (use cases) are very well presented.I liked the way author engaging the readers by few hands-on features- How to do it.....- How it works....- There's more....I did liked the chapter 12 - Backtesting Trading Strategies along with chapters of 13 / 14 / 15This book provides a wealth of recipes that covers a wide range of topics,5.0 out of 5 stars,"Python for Finance Cookbook: Over 80 powerful recipes for effective financial data analysis, 2nd Edition"
"""Financial Data Analysis with Python"" is a must-read guide that efficiently uses Python libraries to process and analyze financial data. This new edition emphasizes exploratory data analysis, making data visualization more intuitive. Moreover, it introduces Streamlit, a tool for developing interactive web applications to display technical analysis results.The book is a trove of actionable instructions that boosts proficiency in financial data analysis for both personal and professional endeavors. It also wisely preempts potential issues, offering practical solutions. Briefly put, this book is a comprehensive and practical resource for anyone aiming to master Python in financial data analysis.",5.0 out of 5 stars,"Python for Finance Cookbook: Over 80 powerful recipes for effective financial data analysis, 2nd Edition"
"The Python for Finance Cookbook is an excellent resource for financial analysts, data analysts and scientists, and Python developers who want to master financial data analysis using Python. The book provides a comprehensive overview of classical and modern approaches to financial data analysis and processing, including time series analysis, technical analysis, machine learning-based approaches, and deep learning.The book is well-structured, with clear explanations of the concepts, and includes practical examples and code snippets that enable readers to implement the techniques described in the book. The authors have also included tips on avoiding common mistakes and pitfalls, which is particularly helpful for those new to financial data analysis.One of the strengths of the book is its emphasis on exploratory data analysis, which enables readers to better understand financial data and draw meaningful conclusions from it. The use of Streamlit to create elegant, interactive web applications to present the results of technical analyses is also a useful feature of the book.Overall, the Python for Finance Cookbook is an excellent resource for anyone who wants to master financial data analysis using Python. The book is comprehensive, well-structured, and includes practical examples that enable readers to apply the techniques described in the book to real-world problems. I highly recommend this book to anyone who wants to become proficient in financial data analysis.",5.0 out of 5 stars,"Python for Finance Cookbook: Over 80 powerful recipes for effective financial data analysis, 2nd Edition"
"I love how the book takes the task of teaching Python 🐍 and breaks it into super digestible and easily practiced pieces. That’s hard to do! That makes this book a great resource for anyone willing to trek through the details.I wouldn’t put this book in the hands of newbie though without some conversation though. I think they might miss the forest for the trees with this. The problem though is that a lot of analytics is self taught, so I’d say that I’d put this in the hands of someone who is a little further down their journey - maybe one project under their belt and can easily set up a practice environment - and looking to go deeper!Super solid resource though and one that I’m definitely going to enjoy digging into",4.0 out of 5 stars,"Python for Finance Cookbook: Over 80 powerful recipes for effective financial data analysis, 2nd Edition"
"This book is not only a comprehensive guide to finance but also a hands-on guide to coding in Python. The book uses various libraries such as pandas, numpy, matplotlib, and scikit-learn to demonstrate the application of Python in finance. There are other libraries I was not aware of such as yfinance and quantstats in Python.The author provides practical examples that show how to use Python to analyze financial data, from stock performance on the web, perform risk analysis, and build financial models. For example, the book covers topics such as calculating returns and volatility and visualizing financial data.Eryk uses very easy-to-understand language plus a great recipe process to help you learn and understand using Python in Finance. I especially love how he breaks each scenario into sections.How to do it...How it works...Then the bonus of wait, ""There's more...""The code examples in the book are clear and concise, and the author provides detailed explanations of the concepts behind each example. This makes it easy for readers to understand the code and apply it to their own financial problems. The book provides a wealth of information and practical examples. It is a must-read for anyone looking to use Python in the field of finance and data science.",5.0 out of 5 stars,"Python for Finance Cookbook: Over 80 powerful recipes for effective financial data analysis, 2nd Edition"
"I really liked this book as a source for those beginning to dive into financial analytics using python as their code of choice. As someone familiar with time series analysis and forecasting with stock data, I found the author's step by step instructions and thoughtful explanations to be key in achieving a fluid understanding of the concepts introduced. In addition, the chapter order made complete sense, with Chapter 1 focusing on the variety of ways, both free and paid, a user can acquire financial data about a company, a specific stock, etc. My favorite chapter was chapter 6, which focused on time series analysis and forecasting, introducing the reader to the ARIMA (Auto regressive integrated moving average), which is a common model used in forecasting stocks (and one of my favorite models to execute).Overall, I would suggest this book to anyone that wants an in-depth introduction to using Python to work on financial data.",5.0 out of 5 stars,"Python for Finance Cookbook: Over 80 powerful recipes for effective financial data analysis, 2nd Edition"
Very helpful,5.0 out of 5 stars,Qualitative Data Analysis with ATLAS.ti
"The book is relatively old compared to the latest ATLAS.ti software. Also, this book is based on Windows system. So I don't really suggest you buy it if you are using the now ATLAS.ti  and Mac OS system. The content is not bad, it just does not deserve almost 60 dollars.",3.0 out of 5 stars,Qualitative Data Analysis with ATLAS.ti
I was starting to feeling lost with my grounded theory based research using Atlas.ti. Friese's book is very detailed and didactic. It shows the step by step and has many usefull tips that just addressed the issues that I was facing. I do recommend that you invest some time studying the book before you start working with the data of your research. It will save you lots of time making you more productive.,5.0 out of 5 stars,Qualitative Data Analysis with ATLAS.ti
"I can't access the companion website, which  is an integral part of the book. When I click on the link there's a page not found message, and in trying to register I'm asked for a  10 character code  which I was not given",2.0 out of 5 stars,Qualitative Data Analysis with ATLAS.ti
"Atlas.ti is one of the leading software packages for qualitative data analysis (QDA). The book has been written by a leading expert in QDA and QDA-software with many years of experience, both in terms of theory as well regarding the application of theory in various qualitative research projects using Atlas.ti. As a consequence, the book covers the  features of Atlas.ti comprehensively and introduces them in a step-by-step fashion, but also gives many practical hints and examples how to approach research problems and how to apply the software to them. Although the book was published when the current version 9 of Atlas.ti has not yet been released, the differences between version 8 and 9 are not significant. Due to the wealth of experience and knowledge of the author, this book is - to my knowledge - the best reference and practical guide to Atlas.ti for beginners as well as for already experienced users. I wholeheartedly recommend the book to anybody who considers using Atlas.ti in their work.",5.0 out of 5 stars,Qualitative Data Analysis with ATLAS.ti
"Excelente, muy ilustrativo y fácil de leer. Soy fan del autor y me encanta la claridad con que escribe. A mis estudiantes también les gusta bastante.",5.0 out of 5 stars,Qualitative Data Analysis with ATLAS.ti
"Of ALL the books I have about qualitative research, THIS ONE offers practical advice for the entire data analysis process, from planning to eventual theory development. I referred to the strategies for every step of my analysis. As you can see from the photo, I’ve noted and dog-eared places to return while I write. Invaluable, well-written, and very readable.",5.0 out of 5 stars,Qualitative Data Analysis: Practical Strategies
This book has really helped me with my post-graduate research projects.  I highly recommend it and can see me using it after grad school too.  There's so much information in there on conducting good quality qualitative research.  Defo one for the academic bookshelf!,5.0 out of 5 stars,Qualitative Data Analysis: Practical Strategies
"The book goes over SQL. It goes over what is SQL, the programming language, the different types of data types, the different queries, and more.",4.0 out of 5 stars,"Learning SQL: The Complete and Comprehensive Introduction to Creating, Managing and Analyzing Databases and Manipulating The Data Using SQL for Beginners"
"I needed a brief introduction to SQL, however  I used the book in conjunction with other external resources on internet for more examples and more details on the arguments.",3.0 out of 5 stars,"Learning SQL: The Complete and Comprehensive Introduction to Creating, Managing and Analyzing Databases and Manipulating The Data Using SQL for Beginners"
"Riassunto dei comandi più base senza quasi spiegazione, il contenuto si può imparare su internet in una mezza giornata.",1.0 out of 5 stars,"Learning SQL: The Complete and Comprehensive Introduction to Creating, Managing and Analyzing Databases and Manipulating The Data Using SQL for Beginners"
"Mesh advances the analytics domain in ways I'd not considered, but should have. My career has been in technology in small-cap public companies, and historically I've embraced the notion of a centralized analytics team creating and supporting: data pipelines, ELT/ETL, data lake, data marts, etc. Mesh blows up this mental model in favor of decentralized data elements surfaced via API's, and closer to their domain ownership.Dehghani posits a product model for analytic data, where functional teams surface data from operational systems, microservices, etc. directly. No longer reliant on a central team to provide a single source of truth; Rather, they expose data in a more raw form (my words), servicing both their own domain as well as others through defined data ports. She suggests leveraging developers for this work, avoiding the challenge of attracting and retaining resources in the analytics domain (data architects, etc.). Dehghani uses examples from a fictitious streaming music service that seems to mirror Spotify.There's certainly much more, and I recommend Data Mesh to anyone in a technology role. While I applaud her vision, and agree, directionally, with Mesh, there are three areas that I struggled with.First, the Mesh model seems much better suited to a larger tech company such as an Apple, Amazon, Spotify, etc. In my experience, SMB's just don't have the budget/headcount to support the expansive vision that Mesh espouses.Second, Mesh leans heavily toward ""states rights"" and away from central control. The success of this model hinges on knowledgeable, talented technical resources willingly collaborating for a greater good. That, in turn, presumes the existence/extension of global standards, the right culture of adherence to standards, adequate resources to serve the greater good (supporting deprecated API's for the benefit of other domains, for example), etc. In my experience, when the going gets tough, functions/domains tend to become more self-serving.Third, the vision of Mesh is fantastic, and fantastically broad. With data governance and privacy controlled through code. Consistent documentation, both human and computer, available for all data objects. Eschewing data lakes, warehouses, marts in favor of joins across domain API's (again, my words). Although Dehghani seeks to avoid monolithic solutions, I had to wonder if that isn't exactly where a fully-realized Mesh infrastructure ends up.Data Mesh is a bit redundant in pushing its vision for decentralization. It reads very much like a graduate software engineering text, with many references (many are excellent). Overall, very well written and a compelling vision that aligns perfectly with a microservices strategy, digital transformation and a product focus. Although it would be counter to Dehghani's specific vision of avoiding monolithic solutions, I have to wonder if a younger analytics company like Snowflake will try to run with it.",4.0 out of 5 stars,Data Mesh: Delivering Data-Driven Value at Scale
