review_text,review_stars,title
"The author comes from GE background which did extensive accelerated testing on a variety of product types.  Introductory material in advanced statistical modeling of acceleration mechanism using different distribution functions:  exp, gauss, weibull, and others.  Excellent blend of math, statistics, and practical experimental techniques.  A great reference book.",5.0 out of 5 stars,"Accelerated Testing: Statistical Models, Test Plans, and Data Analysis (Wiley Series in Probability and Statistics)"
This is undoubtedly the best book in quantitative accelerated life testing. Dr.Nelson does an excellent job in clearly explaining the statistical models and the life data analysis concepts related to accelerated testing. I cant think of any other book that comes even close to this work. A great reference for anyone interested in Accelerated Testing.,5.0 out of 5 stars,"Accelerated Testing: Statistical Models, Test Plans, and Data Analysis (Wiley Series in Probability and Statistics)"
Solid reference for both beginners and experienced readers. Author provides great synonyms for readers from various backgrounds.,4.0 out of 5 stars,"Accelerated Testing: Statistical Models, Test Plans, and Data Analysis (Wiley Series in Probability and Statistics)"
Compared to what you can found for free on the web today the content has to be improved or at least have a companion website to download test files or detailed mathematical proofs.,2.0 out of 5 stars,"Accelerated Testing: Statistical Models, Test Plans, and Data Analysis (Wiley Series in Probability and Statistics)"
"Nelson is a private consultant who has worked on countless practical problems in reliability from his consulting practice and previous employment at General Electric. He is an excellent lecturer and writer. His earlier book ""Applied Life Data Analysis"" was considered to be one of the best texts on reliability.This book is very thorough in its treatment of all aspects of accelerated testing and is filled with many good references. Nelson carefully defines the mathematical models which consist of two components, (1) an acceleration function which describes how the mean lifetime changes as a function of the acceleration factor and (2) a probability distribution that explains the random variability of outcomes at each acceleration factor. A particular mean function could be the Arrhenius relationship and the probability distribution could be exponential. Hence there is not a single Arrhenius acceleration model but rather an Arrhenius-exponential, an Arrhenius-lognormal or an Arrhenius-Weibull model. The book is filled with interesting theory and examples. Nelson provides excellent practical guidance based on his wealth of experience.",5.0 out of 5 stars,"Accelerated Testing: Statistical Models, Test Plans, and Data Analysis (Wiley Series in Probability and Statistics)"
"Dr. Taylor does his usual great job covering a difficult subject - ties in well with his ""Applied Life Data Analysis"", the revered reliability resource. Because of his GE background, he emphasizes experimental plans and analysis methods (i.e.: partially censored) which permit you to make good predictions regarding a product or system while you are still collecting data (e.g.: management wants an answer NOW, even if the experiment is not completed). A few more examples of how ""typical"" systems behave would be helpful, but otherwise a great resource.",4.0 out of 5 stars,"Accelerated Testing: Statistical Models, Test Plans, and Data Analysis (Wiley Series in Probability and Statistics)"
"I agree with the previous reviewer that this is the definitive classic in accelerated life testing. It's a great companion volume to Dr. Nelson's ""Applied Life Data Analysis"" which remains one of the best reliability textbooks ever written. I have noticed that all major reliability and accelerated testing programs use this book as their main reference - proof of the books usefulness. My only compaint is with the publishers for the steep price - now that they're bringing out a lower cost version of Applied Life Data Analysis, I hope they'll bring out a low-cost or paperback version of this classic as well.",5.0 out of 5 stars,"Accelerated Testing: Statistical Models, Test Plans, and Data Analysis (Wiley Series in Probability and Statistics)"
"I had been using my library's copy of this book for a while but just liked the book so much that I had to commit on buying it. Nelson provides a thorough and yet very applied manual which covers the basics and provides a lot of practical examples and tips. It gives a lot of different views and ways to come to your ends, which makes things all the more interesting. This book has proved a valuable companion in my research.However, even though the book allows for enough review of basic statistics to get along, it won't replace a good book on the topic and you may want to get one as a sidekick.",4.0 out of 5 stars,"Accelerated Testing: Statistical Models, Test Plans, and Data Analysis (Wiley Series in Probability and Statistics)"
The content of this book is very helpful for Excel power users.  The seller shipped it in a timely manner as well.,5.0 out of 5 stars,Guerrilla Data Analysis Using Microsoft Excel: 2nd Edition Covering Excel 2010/2013
This product is well written.  It would be great for a beginner to understand; thanks to all of the illustrations.  I would highly recommend this book.,5.0 out of 5 stars,Guerrilla Data Analysis Using Microsoft Excel: 2nd Edition Covering Excel 2010/2013
"This is a must have for anyone who uses Excel.  From the comfortable writing style to the excellent and clearly worded examples I can not recommend this book highly enough, regardless of your skill level with Excel.In this day and age of online lessons and the ease of just 'Googling' whatever the current need is it's still nice to have a hard copy handy. Mine is never far from my desk.  I consider myself a fairly advanced Excel user, at least compared to what I usually see around me in the IT world and I am still learning a lot from Oz.  Most just use Excel for quick and dirty lists (and messy ones at that)  but there are so many more possibilities - this book is a great resource for those that know just enough to be dangerous and need a little nudge to go from barely usable to very flexible and accurate.Did I mention this is a must have?",5.0 out of 5 stars,Guerrilla Data Analysis Using Microsoft Excel: 2nd Edition Covering Excel 2010/2013
I highly recommend this book to beginners and intermediate Excel users.  The authors make the topics covered very accessible.  I consider myself an intermediate user but still found things of interest in this book.Regarding the book's physical aspects; I wasn't too impressed with the binding at first but warmed up to it when I realized I could lay the book flat while working with it on my pc.  The paper quality is a non-issue for me.  The paper is not high-gloss but the book isn't $40 either.,5.0 out of 5 stars,Guerrilla Data Analysis Using Microsoft Excel: 2nd Edition Covering Excel 2010/2013
"So far I am impressed. This book gives me guidance in tackling data, which I handle day in and day out. I am always buying Excel books, especially ones that Bill Jelen has something to do with. If you need more data analysis knowledge do yourself a favor pick up this book. You will not regret it.",5.0 out of 5 stars,Guerrilla Data Analysis Using Microsoft Excel: 2nd Edition Covering Excel 2010/2013
Learning Excel is such a valuable asset to any professional and the author provides great information that's straight to the point. You'll learn things that will have your boss begging for your help.,5.0 out of 5 stars,Guerrilla Data Analysis Using Microsoft Excel: 2nd Edition Covering Excel 2010/2013
This book is a highlight of my career back then whereby I learnt Bill's tips and gave it a go at my old workplace. It is not the trouble I got into but the trouble I did to learn something new and for life!Congratulation Bill for hand me something I can use and use well.,5.0 out of 5 stars,Guerrilla Data Analysis Using Microsoft Excel: 2nd Edition Covering Excel 2010/2013
Great book.  You are able to read Cover to Cover and pick up new skill sets whether a novice or more advanced.  Only issue is there needs to be an updated version for 2007 excel.,4.0 out of 5 stars,Guerrilla Data Analysis Using Microsoft Excel: 2nd Edition Covering Excel 2010/2013
The lessons and images (screenshots) make it easy to learn more in Excel using this book. You do not necessarily need to be in front of your computer.I started recommending it to my coworkers.,5.0 out of 5 stars,Guerrilla Data Analysis Using Microsoft Excel: 2nd Edition Covering Excel 2010/2013
Product as represented,5.0 out of 5 stars,Guerrilla Data Analysis Using Microsoft Excel: 2nd Edition Covering Excel 2010/2013
"Others have have already said that this book is superb and I completely agree.  If you have had a class that covers applied statistics (basic correlation and regression) you should be able to pick this up and read it with no trouble.  There is math here but is is *well* explained and the algebra is always presented with a worked example.The code at UCLA (sorry they will not let me post the link here) makes the incredibly good writing even more valuable because, not only will you understand the concepts behind Mixed Effects/Hierarchical Linear Models, you will be able to implement the ideas.  If you already have some experience with Mixed Effects/HLM browse the code and you will quickly see this book covers a wide scope.  I have worked with the SAS code a lot and even though the book is a bit old (by a programmer's standards) the code still works just fine.While the book is written to be clear for non-mathemeticians, there are many ""intermediate to advanced"" statistical topics covered here.  These are importantly areas which are typically unintelligible to non-statisticians or are glossed over or ignored by other authors.  Here are some noteworthy examples.  This book could/should be used as a text on data exploration and visualization.  There are many case-studies throughout the book and they all begin with great visualizations (with the all important code supplements showing the novice how to make the plots in the book).  Topics like fitting lines, splines, curves are covered clearly and are shown beautifully.  The discussion on choosing between sets of models using deviance (-2log likelihood) and AIC has the best coverage of any book.  The general discussion of likelihood estimation (maximum likelihood and restricted maximum likelihood) is superb.  The coverage of data transformation for model fitting is explained well and is presented with wonderful plots.  These ""bonus"" topics are interwoven into the great explanations of longitudinal data analyzes.There is so much to like in this book and nothing to criticize (except perhaps the price).  It makes the rest of the books in the field look bad.",5.0 out of 5 stars,Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence
"As someone with familiarity with statistical analyses (regression, logistic regression), looking to get stepped through longitudinal data analysis (meaning basically growth curve modelling & event occurrence) this is an excellent text, and steps you through from basics upwards. It is also well supported by a website with code in SAS, SPSS, Mlwin, Mplus, HLM, R,and Stata, so although the book is not cluttered with computer output you can get lots of extra code on-line.Willett, Singer & Martin's 1998 article 'The design and analysis of longitudinal studies of development and psychopathology in context' should give you a sense of whether you would find the book useful.",4.0 out of 5 stars,Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence
"Singer and Willett is an absolutely wonderful book on longitudinal data analysis.  It is divided into two main sections -- one on longitudinal analysis per se, and another on time-to-event, or survival analysis, models.  The former is especially good on the basic setup and interpretation of multi-level statistical models.  This is a book for beginners in the sense that it emphasizes data analysis, rather than theory.  But every statistician, and every user of statistics, can find something of value.  When I was only halfway through reading this book, I recommended it to my friends.  Several of them have purchased a copy and are glad they did.  This is probably the most well-written statistics text I have ever read.",5.0 out of 5 stars,Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence
"Great book, arrived as described.  Only quibble is that picture shows dust jacket for this book, but the jacket was not included with the copy I got. Arrived a plain black cover. Not a major issue, except in the ""truth in advertising"" sense.  If you show the book with the jacket, send it. Otherwise, show the basic black cover as actually delivered.",4.0 out of 5 stars,Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence
"This book is very complex, which may scare some people off. However, the information is incredible and very in-depth. I think the strength of this book lies in its concrete examples of different sets of longitudinal data. The authors slowly take you through each step and you eventually come to anticipate which step they are going to take next. The in-depth discussion of the multilevel model of longitudinal data is a necessity for anyone who wants to fully grasp the nature of their data. For anyone interested in conducting longitudinal data, this book is worthwhile.",5.0 out of 5 stars,Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence
"Excellent book, hands down. If you’ve never worked with Survival Analysis or Multilevel Modeling, I don’t think you can find a much better treatment than this for your first introduction.",5.0 out of 5 stars,Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence
This is a very nicely written book. A good balance between technical work (formulas) and conceptual narrative (conceptually explaining the theories behind the analysis). I would recommend this book for people who are interested in LDA.,5.0 out of 5 stars,Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence
"A very approachable introduction to multilevel modeling and survival analysis. My only complaint is that the authors don't explicitly make the link between the hazard function to different choices of survival distribution (e.g. exponential, Weibull), which I would have appreciated.",5.0 out of 5 stars,Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence
"I like this book, specially because it gives good explanations for people that are not very familiar with mathematical statistics. Sometimes formula derivations are needed and the book just skips them, because the author says they are far from the book's scope",4.0 out of 5 stars,Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence
"Wonderful book. It does a great job in helping develop intuition using practical examples and easy-to-follow reading style. The codes for all the examples (for all the common software like SAS, STATA, R and SPSS) are available online that is very helpful. It does not contain any math, but if you want to see the math, there are plenty of books and papers out there.",5.0 out of 5 stars,Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence
Sturdy plastic coating.  Great quick reference guide.,5.0 out of 5 stars,Excel Formulas (Quick Study Computer)
Nice reference card.,5.0 out of 5 stars,Excel Formulas (Quick Study Computer)
I just think the print is too small,4.0 out of 5 stars,Excel Formulas (Quick Study Computer)
"This is the third generation of these I’ve used for the various versions of Excel.  I often have to perform either some new function or one that I have not need to do in quite some time.  Having this by my PC, helps me to find out how to do something quickly without having to look through a large book.  Very handy and I use it all the time.",5.0 out of 5 stars,Excel Formulas (Quick Study Computer)
Would be great but I have a hard time reading it,4.0 out of 5 stars,Excel Formulas (Quick Study Computer)
The type is extremely small.  For me it was way too much information on the card.,4.0 out of 5 stars,Excel Formulas (Quick Study Computer)
Provides the simplest formulas.,5.0 out of 5 stars,Excel Formulas (Quick Study Computer)
Awesome...!!!  Quick delivery...!!!,5.0 out of 5 stars,Excel Formulas (Quick Study Computer)
The holes don’t match up with a standard binder. I thought that was weird. But I like the information and so just keep in in the pocket in the back of my binder.,5.0 out of 5 stars,Excel Formulas (Quick Study Computer)
Most the information still applies but some of it is dated.,4.0 out of 5 stars,Excel Formulas (Quick Study Computer)
"The book goes over SQL. It goes over what is SQL, the programming language, the different types of data types, the different queries, and more.",4.0 out of 5 stars,"Learning SQL: The Complete and Comprehensive Introduction to Creating, Managing and Analyzing Databases and Manipulating The Data Using SQL for Beginners"
"I needed a brief introduction to SQL, however  I used the book in conjunction with other external resources on internet for more examples and more details on the arguments.",3.0 out of 5 stars,"Learning SQL: The Complete and Comprehensive Introduction to Creating, Managing and Analyzing Databases and Manipulating The Data Using SQL for Beginners"
"Riassunto dei comandi più base senza quasi spiegazione, il contenuto si può imparare su internet in una mezza giornata.",1.0 out of 5 stars,"Learning SQL: The Complete and Comprehensive Introduction to Creating, Managing and Analyzing Databases and Manipulating The Data Using SQL for Beginners"
"Why do you analyze data? Why do you run a regression? Why do you build a model?Is it to make better predictions under the assumption that the future will be the same as the past, or is it to understand the causes of current phenomena (whether the data source is experiments or observations) and answer what-if (business) questions? If your intellectual curiosity pushes your mind more toward the second question, this is the book that you will thank yourself for deciding to read.On top of that, do you want to see how to apply a causal-behavioral framework to a business question? Sometimes, don't you wish there was a way not to overlay that famous normal distribution data assumption onto your work but to use your data as it is? What about learning a solution when your testing unit and test executable unit are different? And wouldn't it be cool to get a clear roadmap to locate experiments (tests) in the journey of causal inference combined with a behavioral analytics approach? The list of useful information and ideas you can get from this book can go on and on, and these are just a few examples.You will find that the author did an excellent job of presenting not-easily understandable concepts in a reader-friendly way. Additionally, you will also see that the author shares a lot of useful practical tips that must have come only from real working experiences and kindly answers the very questions readers may already have in the book.  Again, this book will surely satisfy your hunger for intellectual amusement and provide business applicable knowledge on the spot. So grab it and enjoy it!",5.0 out of 5 stars,Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results
"Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results is an excellent resource for anyone interested in behavioral data analysis. The author, Florent Buisson, strikes a perfect balance between education and accessibility, making the book suitable for a wider audience than most similar texts. As someone working in research and experimentation, but with no background in behavioral analysis nor R or Python - I had a lot to learn and was a little worried I'd be overwhelmed quickly. Instead, I was able to follow along, even smiling at a few of the analogies thrown in along the way to help keep me entertained.Well worth the purchase and the read. Highly recommended.",5.0 out of 5 stars,Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results
"This book is a fantastic resource for those in the field who are interested in causation and robust data analysis. Speaking as a Sr. Data Scientist, I found nearly every page of this book both approachable and relevant. I've recommended it to virtually everyone on my team and in some sense I think it should be required reading for the role.Regarding the delivery of the content, Buisson strikes a healthy balance between rigor and accessibility that I think will cater to a large audience in the field. There is some math but it's not a textbook and the intuition is always clear. Regarding the content itself I almost cannot speak highly enough. In terms of causal inference, many books cover DAGs, chains, colliders, the backdoor criterion etc. but few provide a sensible framework for how to actually go about constructing these DAGs in a given context. Buisson does just this and the end result feels highly tractable (in lieu of some gigantic DAG where there is a cause to everything). Other chapters that I found highly relevant covered bootstrapping, all things experiments, moderation (interaction) and mediation (instrumental variables). All of which I have already found helpful in my actual day to day as data scientist.There are many topics this book does not cover, so do not go in thinking this is a one stop shop. But perhaps the best feature of this book is the content that Buisson does cover that appears absent in so many others. Buisson is an applied scientist and this experience shines through brightly. If you are in the field and you're not just building black box models (cool if you are but you'll know if this is not you) then you might just love this book.Books to pair this with: Anything by Angrist and Pischke. Something that covers the Rubin Causal Model / potential outcomesPrereqs: Some stats and probability. Familiarity with linear regression. Basic R and Python.",5.0 out of 5 stars,Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results
"Quoting Eric Weber (Yelp Head of Experimentation):""This book is unique in that it starts with the questions and problems and leverages the techniques and programming languages as true tools.  Readers will learn to solve incredibly important and tricky problems.  It is well worth your time and investment.""The only thing I can add is that it is an easy and fun read since it is written in a conversational style.  This is a technical book for professionals in the field, but it is written in such a way that people who do not consider themselves experts can still benefit from it.  I highly recommend this book for anyone interested in behavioral data analysis.",5.0 out of 5 stars,Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results
"The field of ""behavioral data science"" is increasingly popular and exciting. It's also ill-defined.  Florent's book  provides a deep and detailed look at how behavioral science and data science can be effectively united: using techniques from simple regressions, to causal diagrams, to missingness models, he shows us how to understand the specific causes of a behavior.  It's good. It's nuanced. It's thoughtful.  If you want to understand the data footprints of human behavior, this is the book you need.",5.0 out of 5 stars,Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results
"The author takes something not difficult, word vomit on the pages, and at the end, (1) you understand less (2) legit irritated.Explanation and writing style are convoluted.Who’s the target audience for this book???",2.0 out of 5 stars,Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results
"As a Behavioral Scientist and part-time Analytics graduate student, I found this book to be an approachable and insightful read. Most traditional Data Science resources do not dive into what Florent speaks to. If you want to run great experiments and make casual inferences about your data in a way that you and all your stakeholders are comfortable with, this book is for you.",5.0 out of 5 stars,Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results
"Florent's book should be required reading in all behavioral science courses in universities around the world.Pablo Lagunes - Decision Science Manager | Citibank, Mexico.",5.0 out of 5 stars,Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results
"Personalmente, el análisis de datos se me hace difícil. Y, aunque soy Behavioral Designer, enfocarlo en variables comportamentales no lo hace más fácil.Me he encontrado más de una vez frente a un libro de estadística complicado y lo he tenido que cerrar porque me ha hecho sentir que me falta aprender mil pasos antes para llegar hasta ahí, pero eso no me ha detenido en mis ganas (y necesidad) de aprender programas estadísticos.Es en esta búsqueda que encontré el libro de Buisson. Utiliza un lenguaje simple y te ayuda en cada paso del proceso. El uso de casos reales también ayuda muchísimo.Lo recomiendo 100%!",5.0 out of 5 stars,Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results
This book is a great toolbox for any behavioral scientist who wants to harness data in their day-to-day practice.,5.0 out of 5 stars,Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results
"A silly movie, with subpar special effects and lots of holes in the plot.  But it is a goofy and funny comedy.  They throw in some gratuitous “erotic’ scenes, I suppose to draw in a certain ticket buyer. The opening scene with the plane was terrible and scenes like that were done better in the 1950's.  The plane flying looked so fake.  Anyway, the plane crashes, releasing a 129' snake, genetically engineered by Biogene, to have the attributes of many different snakes.  And in the movie were a small and one not so small real python which was nice.  There is a deputy (Louis) put in for comedic relief who plays a buffoon.  There is a super real estate salesman and the scene where he is showing the house is full of double entendres.  And of course there is a government team sent to kill the snake, full of confidence and short on brains.  It is really a film for a rainy day.  I doubt any of the actors took their roles seriously.",3.0 out of 5 stars,Python
"Love this movie. Sure a lot of it looks fake, but there's a lot of kills and good actors. I'd be scared of this gigantic python that's for sure.",4.0 out of 5 stars,Python
"It was a solid horror movie. It could be ten minutes shorter. That was a big snake, and there were some A+ horror scenes along the way. Best part is the plot, and there really is one. I loved how they spent about ten minutes on showing everyone's life at the end. It was a solid movie, period.",5.0 out of 5 stars,Python
Unnecessarily vulgar sex scene at very beginning of movie. Very offensive!,1.0 out of 5 stars,Python
It was ok.  I was in the mood for a hooor/thriller movie and this fit the bill.,4.0 out of 5 stars,Python
"Not sure what the other reviews were talking about, this is a masterpiece. Perhaps their simple minds were too small to appreciate the symbolism of such beautiful images as Wil Wheatons nipple ring and extreme mountain biking while being chased by a 50 MPH snake. This is probably the best horror movie ever made, maybe even best overall movie in fact. Especially of interest if you are extreme, a snake guy, or work in an acid factory. You will appreciate the realism.",5.0 out of 5 stars,Python
I only lasted 'til the jealous lesbian scene. Why do people add this irrelevant crap to their movies?,1.0 out of 5 stars,Python
"I liked that whoever wrangled the little boa taught the actors how to hold it - always support the spine of a snake.  Thanks for that!  Usually actors are holding it by the neck and letting the rest of the body hang down which is injurious to the spine.  (BTW, I'm a woman and I love snakes!)  Movie wasn't too bad except for the screaming python!",5.0 out of 5 stars,Python
do not watch this so not real headline in review is wrong dont waste your time,1.0 out of 5 stars,Python
This movie needs to be on DVD and Blu-Ray,5.0 out of 5 stars,Python
I'm about to turn 43... I bought this for myself. I've always wanted to learn coding and this felt like a less pressured way to experience it. I've completed the first chapter and am excited for the rest. I want to teach my 3 boys how to code because it'll be an essential skill going forward. Definitely worth the investment!,5.0 out of 5 stars,"Python for Kids, 2nd Edition: A Playful Introduction to Programming"
"I remember how challenging learning coding was when I was a kid. Now I have a kid, and I wanted to teach her programming without the stress that I had at her age. So I found this book, and decided to give it a chance. Turns out that it is a good book and worked for her (and me). I also had some familiarity with another book by the same publisher (Python Crash Course, 2nd Edition: A Hands-On, Project-Based Introduction to Programming 2nd Edition). So I knew what to expect from it.I’m surprised how much she liked Python, and she wanted to learn more about programming. She found a website called Beestar that teaches other programming concepts that she is interested in. We are talking about it.",4.0 out of 5 stars,"Python for Kids, 2nd Edition: A Playful Introduction to Programming"
I read the book halfway through and found the text clear and easy to understand. Let's not forget that I'm a beginner in Python.,5.0 out of 5 stars,"Python for Kids, 2nd Edition: A Playful Introduction to Programming"
Las vinculaciones  no son correctasLINKS,2.0 out of 5 stars,"Python for Kids, 2nd Edition: A Playful Introduction to Programming"
Seen movie quite a few times always loved the movie!,5.0 out of 5 stars,Monty Python's Meaning of Life
"If you havent seen it, you must.  Monty python is at their best in this movie!",5.0 out of 5 stars,Monty Python's Meaning of Life
"As a longtime fan of Monty Python, I was thrilled to get my hands on the 4K Ultra HD version of ""The Meaning of Life"". And let me tell you, it did not disappoint.First of all, the picture quality is outstanding. The vibrant colors and crisp details bring the absurdity of Monty Python's humor to life in a way that I've never seen before. Every scene, from the gross-out ""Mr. Creosote"" sketch to the bizarre ""Every Sperm is Sacred"" musical number, looks like it was shot yesterday.But the real star of the show is, of course, the comedy. ""The Meaning of Life"" is a series of sketches that explore everything from birth to death, with plenty of detours along the way. There are moments of biting satire, ridiculous slapstick, and even some surprisingly touching moments.As always, the Python troupe is on top form. The late Graham Chapman is particularly memorable as the host of the ""Galaxy Song"" sequence, while John Cleese delivers one of the funniest speeches in the history of cinema as the pompous headmaster in the ""Live Organ Transplants"" sketch.Of course, this being Monty Python, the humor isn't for everyone. If you're easily offended or put off by crude jokes and irreverent humor, ""The Meaning of Life"" probably isn't for you. But if you're a fan of absurdist comedy and British humor, you owe it to yourself to check this out.Overall, I can't recommend ""Monty Python's The Meaning of Life"" on 4K Ultra HD enough. Whether you're a die-hard Python fan or just looking for a good laugh, this is one movie that's sure to leave you in stitches.",4.0 out of 5 stars,Monty Python's Meaning of Life
5 stars,5.0 out of 5 stars,Monty Python's Meaning of Life
"...a Python fan since about twelve, I vividly remember this film coming out when I was thirteen or so.  I loved it.  It's great that it has not only held up but, like fine wine, it has gotten better with age.  Maybe Terry Gilliam's right when he says, in one of the commentaries, that, today, comedy's standard is so low that ""our crap seems good no.""  But it reveals their genius in so many ways.  It reveals a confidence they clearly didn't feel--as tho' they'd gotten their sea legs--in the first two efforts.  Though ""Brian"" is their supreme achievement, I have to say that this film must be placed ahead of ""Holy Grail""--which given its budget looks distincly like badly shot TV.  Hysterically funny, but the budget limits are are even more glaring in a high res medium like DVD.In ""Meaning of Life"" the entire cast are masters of the medium (something Cleese proved independently in ""A Fish Called Wanda"") and they use their skills, rising even to lyrical heights (Eric Idle's paen to the universe in ""Live Organ Transplants"").  And the effects are more hysterical twenty years later.This movie is also remarkable for the rather bitter satire of American pop culture.  Heretofore, the Python's had stayed within the classic tradition of British comedy--filled with whimsy and just plain silliness and the class structure.  American humor is generally either observational or political--and these days it almost entirely the latter.  Even the masters of observation, Goldberg and Carlin, have abandoned it for bitter political diatribes attacking former fans like myself in the basest terms because out political beliefs differ.And it follows, as it should, that the movie's best skits are the ones true to their tradition.  George Harrison once called Python the continuation of the Beatles (to the point of chipping in $8M for distribution and advertising for ""Brian""!).  And, especially in the all too brief Gilliam animations, this is completely accurate.  Without being at all derivative, they capture the whimisical sensibility the Beatles had updated and transformed and ran with it.One draw back is the rather low-rent 5.1 remix.  I've other films--e.g. the Godfather films--which are older than have far better jobs.  So don't expect much.  In fact, you might even consider using the 2CH option as the remixing engineer makes little use of the rear speakers.That gentle bitch aside, the deleted scenes are mixed (why on Earth Jones thought anyone would want to see more of Mr. Creosote is beyond me?) and clearly wisely hit the cutting room floor (especially the horrendously unfunny Martin Luther skit), but some the commentary by Jones and Gilliam--clearly done at different times and mixed--is interesting most especially for the bitterness of Gilliam's attitude.  It has been so on the two preceding films, but it's much more intense on this one.The brief interview segments shows the group rivalry is still a hot issue in the guys' psyches, nearly twenty years after Graham Chapman's tragic death ended the group; they are still bickering.  Gilliam's comments about Cleese are particularly acid; Cleese does he usual job of insulting nearly everyone.  He is returned the favor by the rest of the group, tho' Jones slyly does it with the most class and thus does it the best.  Cleese, after all, easily slips into insufferable.  Hence his brilliance as Basil Fawlty.A reluctant four star due only to the ****-poor 5.1 remix.  The studio, surprise, surprise, didn't want to spend any extra money getting a good one.The movie itself: 5 stars.",4.0 out of 5 stars,Monty Python's Meaning of Life
"""Monty Python's The Meaning of Life"" is a classic comedy film from the iconic comedy troupe Monty Python. The film is a series of skits and musical numbers that satirize various aspects of life and society, such as religion, sex, and death. The film is divided into seven segments, each dealing with a different stage of life.The humor in the film is irreverent, absurd, and often tasteless, but it is also clever, witty and highly original. The film features some of Monty Python's most memorable sketches, such as the ""Fish slap dance"" and the ""Catholic schoolboys"" skit. The musical numbers are also noteworthy, including the catchy ""Every Sperm is Sacred"" and ""The Galaxy Song.""The Meaning of Life is a film that is not for everyone, as it is not afraid to push boundaries and tackle taboo subjects. But for fans of Monty Python and for those who enjoy offbeat and unconventional comedy, it is a must-see. It is a movie that will make you laugh, think and question the meaning of life in a hilarious and irreverent way.Overall, ""Monty Python's The Meaning of Life"" is a classic comedy film that has stood the test of time. It's a perfect blend of absurdity, satire and wit that will leave you in stitches and questioning the meaning of life itself.",5.0 out of 5 stars,Monty Python's Meaning of Life
You need to be in the right mood to watch this and there are a lot of hidden humors.  It's a classic but I'm afraid today's youth won't 'get' some of he humor.  Be sure you have the time to watch this as well.  Without distractions preferred.,4.0 out of 5 stars,Monty Python's Meaning of Life
"I love this movie, and I have it on multiple formats. It's a vast improvement from VHS, but so was the DVD in its latest anniversary release. Don't expect a much better picture on the 4k release. The sound is  gonna be where most of the improvement is, if anything. I'd say the highest you should go on this movie is Blu Ray unless they release a version of the movie where they really sharpen the blur of some of the scenes, if that's even possible.It's similar to how the early Indiana Jones movies look... Blurry in some scenes and adequate in others, but never mind blowingly crisp, which, if I'm gonna bust the coin for the 4k UHD format, I do expect to be visibly impressed.This release, in that aspect, just felt a bit lazy, sadly.",3.0 out of 5 stars,Monty Python's Meaning of Life
"I just recieved it so haven't had a chance to open it yet or look at the disc.  But the DVD was delivered in just a few short days after ordering and it came in pristine condition - wrapped, cover in excellent condition as well.",4.0 out of 5 stars,Monty Python's Meaning of Life
"I love this movie. It is a classic. And I learned the meaning of life, but I can’t tell you because that would be a spoiler LOL. Just remember to be nice to everyone, and always look on the bright side of life!",5.0 out of 5 stars,Monty Python's Meaning of Life
"Although this wasn't a standout in terms of originality, I still give it a high rating because it is so imaginative. Imagine - Americans and Russians actually working together (as in, on the same team) on something (wow)! Something like this will probably only happen in far-fetched movies like this one. We (Americans) competed with them with the Moon landings, we were at war with them (for world dominance) for almost half a century, and now we are at war with them again for (supposedly) meddling in our elections. I find it somewhat sad to realize (as this movie made me think about) that it probably would take something very out of left field (like trying to capture an 85-foot snake) to unite the US and Russia in a common noble cause. Nonetheless it was interesting to explore the idea that, maybe someday, the two countries can unite and fight for a common cause.Hopefully that won't involve going after mega-giant snakes, though!",4.0 out of 5 stars,Python 2
"First thoughts...Nicely done. But...not as good as the first one. Here's the breakdown.1.  Directing--Very good. I liked the kind of quick-cut filmmaking from Lee McConnell.2.  Script--Good writing from Jeff Rank. There is some cheesy dialogue, but it's not that bad.3.  Acting--You've got William Zabka back, and he's my favorite character in this movie and the first one.Now for the content review.Rated R for language and creature violence.1.  Sex/Nudity=0/10.2.  Violence/Gore=4/10. It's not as violent as the first one but the snakes still eat quite a few people.3.  Language=8/10. Worse than the first one. 22 F-words and other profanities.Final thoughts...Overall 5/5. I liked it, but it's not as good as the first one. Highly recommended to fans of the genre or people who have seen the first one.",5.0 out of 5 stars,Python 2
